"order_id","customer","customer_id","employee","employee_id","product_name","product_id","quantity","unit_price","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","product_id-2","quantity-2","unit_price-2","discount"
"10495","Laughing Bacchus Wine Cellars","LAUGB","Janet Leverling","3","Original Frankfurter grüne Soße","77","5","10.4","0","1997-05-01","1997-04-11","3","4.65","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada","77","5","10.4","0"
"10496","Tradição Hipermercados","TRADH","Robert King","7","Gorgonzola Telino","31","20","10","0.05","1997-05-02","1997-04-07","2","46.77","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil","31","20","10","0.05"
"10497","Lehmanns Marktstand","LEHMS","Robert King","7","Gnocchi di nonna Alice","56","14","30.4","0","1997-05-02","1997-04-07","1","36.21","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","56","14","30.4","0"
"10497","Lehmanns Marktstand","LEHMS","Robert King","7","Mozzarella di Giovanni","72","25","27.8","0","1997-05-02","1997-04-07","1","36.21","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","72","25","27.8","0"
"10497","Lehmanns Marktstand","LEHMS","Robert King","7","Original Frankfurter grüne Soße","77","25","10.4","0","1997-05-02","1997-04-07","1","36.21","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","77","25","10.4","0"
"10498","HILARION-Abastos","HILAA","Laura Callahan","8","Guaraná Fantástica","24","14","4.5","0","1997-05-05","1997-04-11","2","29.75","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","24","14","4.5","0"
"10498","HILARION-Abastos","HILAA","Laura Callahan","8","Boston Crab Meat","40","5","18.4","0","1997-05-05","1997-04-11","2","29.75","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","40","5","18.4","0"
"10498","HILARION-Abastos","HILAA","Laura Callahan","8","Singaporean Hokkien Fried Mee","42","30","14","0","1997-05-05","1997-04-11","2","29.75","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","42","30","14","0"
"10499","LILA-Supermercado","LILAS","Margaret Peacock","4","Rössle Sauerkraut","28","20","45.6","0","1997-05-06","1997-04-16","2","102.02","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","28","20","45.6","0"
"10499","LILA-Supermercado","LILAS","Margaret Peacock","4","Maxilaku","49","25","20","0","1997-05-06","1997-04-16","2","102.02","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","49","25","20","0"
"10500","La maison d'Asie","LAMAI","Michael Suyama","6","Genen Shouyu","15","12","15.5","0.05","1997-05-07","1997-04-17","1","42.68","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France","15","12","15.5","0.05"
"10500","La maison d'Asie","LAMAI","Michael Suyama","6","Rössle Sauerkraut","28","8","45.6","0.05","1997-05-07","1997-04-17","1","42.68","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France","28","8","45.6","0.05"
"10501","Blauer See Delikatessen","BLAUS","Anne Dodsworth","9","Tourtière","54","20","7.45","0","1997-05-07","1997-04-16","3","8.85","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany","54","20","7.45","0"
"10502","Pericles Comidas clásicas","PERIC","Andrew Fuller","2","Rogede sild","45","21","9.5","0","1997-05-08","1997-04-29","1","69.32","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico","45","21","9.5","0"
"10502","Pericles Comidas clásicas","PERIC","Andrew Fuller","2","Perth Pasties","53","6","32.8","0","1997-05-08","1997-04-29","1","69.32","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico","53","6","32.8","0"
"10502","Pericles Comidas clásicas","PERIC","Andrew Fuller","2","Laughing Lumberjack Lager","67","30","14","0","1997-05-08","1997-04-29","1","69.32","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","","05033","Mexico","67","30","14","0"
"10503","Hungry Owl All-Night Grocers","HUNGO","Michael Suyama","6","Tofu","14","70","23.25","0","1997-05-09","1997-04-16","2","16.74","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","14","70","23.25","0"
"10503","Hungry Owl All-Night Grocers","HUNGO","Michael Suyama","6","Louisiana Fiery Hot Pepper Sauce","65","20","21.05","0","1997-05-09","1997-04-16","2","16.74","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","65","20","21.05","0"
"10504","White Clover Markets","WHITC","Margaret Peacock","4","Chang","2","12","19","0","1997-05-09","1997-04-18","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","2","12","19","0"
"10504","White Clover Markets","WHITC","Margaret Peacock","4","Sir Rodney's Scones","21","12","10","0","1997-05-09","1997-04-18","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","21","12","10","0"
"10504","White Clover Markets","WHITC","Margaret Peacock","4","Perth Pasties","53","10","32.8","0","1997-05-09","1997-04-18","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","53","10","32.8","0"
"10504","White Clover Markets","WHITC","Margaret Peacock","4","Sirop d'érable","61","25","28.5","0","1997-05-09","1997-04-18","3","59.13","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","61","25","28.5","0"
"10505","Mère Paillarde","MEREP","Janet Leverling","3","Tarte au sucre","62","3","49.3","0","1997-05-12","1997-04-21","3","7.13","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","62","3","49.3","0"
"10506","Königlich Essen","KOENE","Anne Dodsworth","9","NuNuCa Nuß-Nougat-Creme","25","18","14","0.1","1997-05-13","1997-05-02","2","21.19","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","25","18","14","0.1"
"10506","Königlich Essen","KOENE","Anne Dodsworth","9","Outback Lager","70","14","15","0.1","1997-05-13","1997-05-02","2","21.19","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany","70","14","15","0.1"
"10507","Antonio Moreno Taquería","ANTON","Robert King","7","Ipoh Coffee","43","15","46","0.15","1997-05-13","1997-04-22","1","47.45","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","43","15","46","0.15"
"10507","Antonio Moreno Taquería","ANTON","Robert King","7","Chocolade","48","15","12.75","0.15","1997-05-13","1997-04-22","1","47.45","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","48","15","12.75","0.15"
"10508","Ottilies Käseladen","OTTIK","Nancy Davolio","1","Konbu","13","10","6","0","1997-05-14","1997-05-13","2","4.99","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany","13","10","6","0"
"10508","Ottilies Käseladen","OTTIK","Nancy Davolio","1","Chartreuse verte","39","10","18","0","1997-05-14","1997-05-13","2","4.99","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany","39","10","18","0"
"10509","Blauer See Delikatessen","BLAUS","Margaret Peacock","4","Rössle Sauerkraut","28","3","45.6","0","1997-05-15","1997-04-29","1","0.15","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany","28","3","45.6","0"
"10471","B's Beverages","BSBEV","Andrew Fuller","2","Uncle Bob's Organic Dried Pears","7","30","24","0","1997-04-08","1997-03-18","3","45.59","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK","7","30","24","0"
"10510","Save-a-lot Markets","SAVEA","Michael Suyama","6","Thüringer Rostbratwurst","29","36","123.79","0","1997-05-16","1997-04-28","3","367.63","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","29","36","123.79","0"
"10510","Save-a-lot Markets","SAVEA","Michael Suyama","6","Rhönbräu Klosterbier","75","36","7.75","0.1","1997-05-16","1997-04-28","3","367.63","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","75","36","7.75","0.1"
"10511","Bon app'","BONAP","Margaret Peacock","4","Chef Anton's Cajun Seasoning","4","50","22","0.15","1997-05-16","1997-04-21","3","350.64","Bon app'","12, rue des Bouchers","Marseille","","13008","France","4","50","22","0.15"
"10511","Bon app'","BONAP","Margaret Peacock","4","Uncle Bob's Organic Dried Pears","7","50","30","0.15","1997-05-16","1997-04-21","3","350.64","Bon app'","12, rue des Bouchers","Marseille","","13008","France","7","50","30","0.15"
"10511","Bon app'","BONAP","Margaret Peacock","4","Northwoods Cranberry Sauce","8","10","40","0.15","1997-05-16","1997-04-21","3","350.64","Bon app'","12, rue des Bouchers","Marseille","","13008","France","8","10","40","0.15"
"10512","Familia Arquibaldo","FAMIA","Robert King","7","Guaraná Fantástica","24","10","4.5","0.15","1997-05-19","1997-04-24","2","3.53","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","24","10","4.5","0.15"
"10512","Familia Arquibaldo","FAMIA","Robert King","7","Spegesild","46","9","12","0.15","1997-05-19","1997-04-24","2","3.53","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","46","9","12","0.15"
"10512","Familia Arquibaldo","FAMIA","Robert King","7","Zaanse koeken","47","6","9.5","0.15","1997-05-19","1997-04-24","2","3.53","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","47","6","9.5","0.15"
"10512","Familia Arquibaldo","FAMIA","Robert King","7","Camembert Pierrot","60","12","34","0.15","1997-05-19","1997-04-24","2","3.53","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil","60","12","34","0.15"
"10513","Die Wandernde Kuh","WANDK","Robert King","7","Sir Rodney's Scones","21","40","10","0.2","1997-06-03","1997-04-28","1","105.65","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","21","40","10","0.2"
"10513","Die Wandernde Kuh","WANDK","Robert King","7","Mascarpone Fabioli","32","50","32","0.2","1997-06-03","1997-04-28","1","105.65","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","32","50","32","0.2"
"10513","Die Wandernde Kuh","WANDK","Robert King","7","Sirop d'érable","61","15","28.5","0.2","1997-06-03","1997-04-28","1","105.65","Die Wandernde Kuh","Adenauerallee 900","Stuttgart","","70563","Germany","61","15","28.5","0.2"
"10514","Ernst Handel","ERNSH","Janet Leverling","3","Sir Rodney's Marmalade","20","39","81","0","1997-05-20","1997-05-16","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","20","39","81","0"
"10514","Ernst Handel","ERNSH","Janet Leverling","3","Rössle Sauerkraut","28","35","45.6","0","1997-05-20","1997-05-16","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","28","35","45.6","0"
"10514","Ernst Handel","ERNSH","Janet Leverling","3","Gnocchi di nonna Alice","56","70","38","0","1997-05-20","1997-05-16","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","56","70","38","0"
"10514","Ernst Handel","ERNSH","Janet Leverling","3","Louisiana Fiery Hot Pepper Sauce","65","39","21.05","0","1997-05-20","1997-05-16","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","65","39","21.05","0"
"10514","Ernst Handel","ERNSH","Janet Leverling","3","Rhönbräu Klosterbier","75","50","7.75","0","1997-05-20","1997-05-16","2","789.95","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria","75","50","7.75","0"
"10515","QUICK-Stop","QUICK","Andrew Fuller","2","Mishi Kobe Niku","9","16","97","0.15","1997-05-07","1997-05-23","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","9","16","97","0.15"
"10515","QUICK-Stop","QUICK","Andrew Fuller","2","Pavlova","16","50","17.45","0","1997-05-07","1997-05-23","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","16","50","17.45","0"
"10515","QUICK-Stop","QUICK","Andrew Fuller","2","Schoggi Schokolade","27","120","43.9","0","1997-05-07","1997-05-23","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","27","120","43.9","0"
"10515","QUICK-Stop","QUICK","Andrew Fuller","2","Geitost","33","16","2.5","0.15","1997-05-07","1997-05-23","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","33","16","2.5","0.15"
"10515","QUICK-Stop","QUICK","Andrew Fuller","2","Camembert Pierrot","60","84","34","0.15","1997-05-07","1997-05-23","1","204.47","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","60","84","34","0.15"
"10516","Hungry Owl All-Night Grocers","HUNGO","Andrew Fuller","2","Carnarvon Tigers","18","25","62.5","0.1","1997-05-22","1997-05-01","3","62.78","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","18","25","62.5","0.1"
"10516","Hungry Owl All-Night Grocers","HUNGO","Andrew Fuller","2","Jack's New England Clam Chowder","41","80","9.65","0.1","1997-05-22","1997-05-01","3","62.78","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","41","80","9.65","0.1"
"10516","Hungry Owl All-Night Grocers","HUNGO","Andrew Fuller","2","Singaporean Hokkien Fried Mee","42","20","14","0","1997-05-22","1997-05-01","3","62.78","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland","42","20","14","0"
"10517","North/South","NORTS","Janet Leverling","3","Filo Mix","52","6","7","0","1997-05-22","1997-04-29","3","32.07","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK","52","6","7","0"
"10517","North/South","NORTS","Janet Leverling","3","Raclette Courdavault","59","4","55","0","1997-05-22","1997-04-29","3","32.07","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK","59","4","55","0"
"10517","North/South","NORTS","Janet Leverling","3","Outback Lager","70","6","15","0","1997-05-22","1997-04-29","3","32.07","North/South","South House 300 Queensbridge","London","","SW7 1RZ","UK","70","6","15","0"
"10518","Tortuga Restaurante","TORTU","Margaret Peacock","4","Guaraná Fantástica","24","5","4.5","0","1997-05-09","1997-05-05","2","218.15","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico","24","5","4.5","0"
"10518","Tortuga Restaurante","TORTU","Margaret Peacock","4","Côte de Blaye","38","15","263.5","0","1997-05-09","1997-05-05","2","218.15","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico","38","15","263.5","0"
"10518","Tortuga Restaurante","TORTU","Margaret Peacock","4","Gula Malacca","44","9","19.45","0","1997-05-09","1997-05-05","2","218.15","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico","44","9","19.45","0"
"10519","Chop-suey Chinese","CHOPS","Michael Suyama","6","Ikura","10","16","31","0.05","1997-05-26","1997-05-01","3","91.76","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","10","16","31","0.05"
"10519","Chop-suey Chinese","CHOPS","Michael Suyama","6","Gnocchi di nonna Alice","56","40","38","0","1997-05-26","1997-05-01","3","91.76","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","56","40","38","0"
"10519","Chop-suey Chinese","CHOPS","Michael Suyama","6","Camembert Pierrot","60","10","34","0.05","1997-05-26","1997-05-01","3","91.76","Chop-suey Chinese","Hauptstr. 31","Bern","","3012","Switzerland","60","10","34","0.05"
"10520","Santé Gourmet","SANTG","Robert King","7","Guaraná Fantástica","24","8","4.5","0","1997-05-27","1997-05-01","1","13.37","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway","24","8","4.5","0"
"10520","Santé Gourmet","SANTG","Robert King","7","Perth Pasties","53","5","32.8","0","1997-05-27","1997-05-01","1","13.37","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway","53","5","32.8","0"
"10521","Cactus Comidas para llevar","CACTU","Laura Callahan","8","Steeleye Stout","35","3","18","0","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","35","3","18","0"
"10521","Cactus Comidas para llevar","CACTU","Laura Callahan","8","Jack's New England Clam Chowder","41","10","9.65","0","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","41","10","9.65","0"
"10521","Cactus Comidas para llevar","CACTU","Laura Callahan","8","Scottish Longbreads","68","6","12.5","0","1997-05-27","1997-05-02","2","17.22","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina","68","6","12.5","0"
"10522","Lehmanns Marktstand","LEHMS","Margaret Peacock","4","Chai","1","40","18","0.2","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","1","40","18","0.2"
"10522","Lehmanns Marktstand","LEHMS","Margaret Peacock","4","Northwoods Cranberry Sauce","8","24","40","0","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","8","24","40","0"
"10522","Lehmanns Marktstand","LEHMS","Margaret Peacock","4","Nord-Ost Matjeshering","30","20","25.89","0.2","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","30","20","25.89","0.2"
"10522","Lehmanns Marktstand","LEHMS","Margaret Peacock","4","Boston Crab Meat","40","25","18.4","0.2","1997-05-28","1997-05-06","1","45.33","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","40","25","18.4","0.2"
"10523","Seven Seas Imports","SEVES","Robert King","7","Alice Mutton","17","25","39","0.1","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","17","25","39","0.1"
"10523","Seven Seas Imports","SEVES","Robert King","7","Sir Rodney's Marmalade","20","15","81","0.1","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","20","15","81","0.1"
"10523","Seven Seas Imports","SEVES","Robert King","7","Gravad lax","37","18","26","0.1","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","37","18","26","0.1"
"10523","Seven Seas Imports","SEVES","Robert King","7","Jack's New England Clam Chowder","41","6","9.65","0.1","1997-05-29","1997-05-30","2","77.63","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK","41","6","9.65","0.1"
"10524","Berglunds snabbköp","BERGS","Nancy Davolio","1","Ikura","10","2","31","0","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","10","2","31","0"
"10524","Berglunds snabbköp","BERGS","Nancy Davolio","1","Nord-Ost Matjeshering","30","10","25.89","0","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","30","10","25.89","0"
"10524","Berglunds snabbköp","BERGS","Nancy Davolio","1","Ipoh Coffee","43","60","46","0","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","43","60","46","0"
"10524","Berglunds snabbköp","BERGS","Nancy Davolio","1","Tourtière","54","15","7.45","0","1997-05-29","1997-05-07","2","244.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden","54","15","7.45","0"
"10525","Bon app'","BONAP","Nancy Davolio","1","Inlagd Sill","36","30","19","0","1997-05-30","1997-05-23","2","11.06","Bon app'","12, rue des Bouchers","Marseille","","13008","France","36","30","19","0"
"10525","Bon app'","BONAP","Nancy Davolio","1","Boston Crab Meat","40","15","18.4","0.1","1997-05-30","1997-05-23","2","11.06","Bon app'","12, rue des Bouchers","Marseille","","13008","France","40","15","18.4","0.1"
"10526","Wartian Herkku","WARTH","Margaret Peacock","4","Chai","1","8","18","0.15","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","1","8","18","0.15"
"10526","Wartian Herkku","WARTH","Margaret Peacock","4","Konbu","13","10","6","0","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","13","10","6","0"
"10526","Wartian Herkku","WARTH","Margaret Peacock","4","Gnocchi di nonna Alice","56","30","38","0.15","1997-06-02","1997-05-15","2","58.59","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland","56","30","38","0.15"
"10527","QUICK-Stop","QUICK","Robert King","7","Chef Anton's Cajun Seasoning","4","50","22","0.1","1997-06-02","1997-05-07","1","41.9","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","4","50","22","0.1"
"10527","QUICK-Stop","QUICK","Robert King","7","Inlagd Sill","36","30","19","0.1","1997-06-02","1997-05-07","1","41.9","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany","36","30","19","0.1"
"10528","Great Lakes Food Market","GREAL","Michael Suyama","6","Queso Cabrales","11","3","21","0","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","11","3","21","0"
"10528","Great Lakes Food Market","GREAL","Michael Suyama","6","Geitost","33","8","2.5","0.2","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","33","8","2.5","0.2"
"10528","Great Lakes Food Market","GREAL","Michael Suyama","6","Mozzarella di Giovanni","72","9","34.8","0","1997-05-20","1997-05-09","2","3.35","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA","72","9","34.8","0"
"10529","Maison Dewey","MAISD","Steven Buchanan","5","Pâté chinois","55","14","24","0","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","55","14","24","0"
"10529","Maison Dewey","MAISD","Steven Buchanan","5","Scottish Longbreads","68","20","12.5","0","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","68","20","12.5","0"
"10529","Maison Dewey","MAISD","Steven Buchanan","5","Gudbrandsdalsost","69","10","36","0","1997-06-04","1997-05-09","2","66.69","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium","69","10","36","0"
"10530","Piccolo und mehr","PICCO","Janet Leverling","3","Alice Mutton","17","40","39","0","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","17","40","39","0"
"10530","Piccolo und mehr","PICCO","Janet Leverling","3","Ipoh Coffee","43","25","46","0","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","43","25","46","0"
"10530","Piccolo und mehr","PICCO","Janet Leverling","3","Sirop d'érable","61","20","28.5","0","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","61","20","28.5","0"
"10530","Piccolo und mehr","PICCO","Janet Leverling","3","Lakkalikööri","76","50","18","0","1997-06-05","1997-05-12","2","339.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria","76","50","18","0"
"10531","Océano Atlántico Ltda.","OCEAN","Robert King","7","Raclette Courdavault","59","2","55","0","1997-06-05","1997-05-19","1","8.12","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","","1010","Argentina","59","2","55","0"
"10532","Eastern Connection","EASTC","Robert King","7","Nord-Ost Matjeshering","30","15","25.89","0","1997-06-06","1997-05-12","3","74.46","Eastern Connection","35 King George","London","","WX3 6FW","UK","30","15","25.89","0"
"10532","Eastern Connection","EASTC","Robert King","7","Louisiana Hot Spiced Okra","66","24","17","0","1997-06-06","1997-05-12","3","74.46","Eastern Connection","35 King George","London","","WX3 6FW","UK","66","24","17","0"
"10533","Folk och fä HB","FOLKO","Laura Callahan","8","Chef Anton's Cajun Seasoning","4","50","22","0.05","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","4","50","22","0.05"
"10533","Folk och fä HB","FOLKO","Laura Callahan","8","Mozzarella di Giovanni","72","24","34.8","0","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","72","24","34.8","0"
"10533","Folk och fä HB","FOLKO","Laura Callahan","8","Röd Kaviar","73","24","15","0.05","1997-06-09","1997-05-22","1","188.04","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden","73","24","15","0.05"
"10534","Lehmanns Marktstand","LEHMS","Laura Callahan","8","Nord-Ost Matjeshering","30","10","25.89","0","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","30","10","25.89","0"
"10534","Lehmanns Marktstand","LEHMS","Laura Callahan","8","Boston Crab Meat","40","10","18.4","0.2","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","40","10","18.4","0.2"
"10534","Lehmanns Marktstand","LEHMS","Laura Callahan","8","Tourtière","54","10","7.45","0.2","1997-06-09","1997-05-14","2","27.94","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","54","10","7.45","0.2"
"10535","Antonio Moreno Taquería","ANTON","Margaret Peacock","4","Queso Cabrales","11","50","21","0.1","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","11","50","21","0.1"
"10535","Antonio Moreno Taquería","ANTON","Margaret Peacock","4","Boston Crab Meat","40","10","18.4","0.1","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","40","10","18.4","0.1"
"10535","Antonio Moreno Taquería","ANTON","Margaret Peacock","4","Ravioli Angelo","57","5","19.5","0.1","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","57","5","19.5","0.1"
"10535","Antonio Moreno Taquería","ANTON","Margaret Peacock","4","Raclette Courdavault","59","15","55","0.1","1997-06-10","1997-05-21","1","15.64","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico","59","15","55","0.1"
"10536","Lehmanns Marktstand","LEHMS","Janet Leverling","3","Queso Manchego La Pastora","12","15","38","0.25","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","12","15","38","0.25"
"10536","Lehmanns Marktstand","LEHMS","Janet Leverling","3","Gorgonzola Telino","31","20","12.5","0","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","31","20","12.5","0"
"10536","Lehmanns Marktstand","LEHMS","Janet Leverling","3","Geitost","33","30","2.5","0","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","33","30","2.5","0"
"10536","Lehmanns Marktstand","LEHMS","Janet Leverling","3","Camembert Pierrot","60","35","34","0.25","1997-06-11","1997-06-06","2","58.88","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany","60","35","34","0.25"
"10537","Richter Supermarkt","RICSU","Nancy Davolio","1","Gorgonzola Telino","31","30","12.5","0","1997-05-28","1997-05-19","1","78.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland","31","30","12.5","0"
